,text
2884,"SHOCKING: Watch @BorisJohnson betray his own speech on climate and nature, Sir David Attenborough and us all, by approving #HS2.  Sound on: https://t.co/QJ9yH7divE https://t.co/n4a1uev0iB #NHSnotHS2 #COP26 #RethinkHS2"
2887,New route could link #Bradford to #HS2: https://t.co/LJo27t5nj7
2888,"To be clear, Coventry quadrupling is a 'Gareth's top-10' idea. #AsSeenOnTV Not mine. #hs2\n\nhttps://t.co/teCybWO94T"
2889,"That’ll be why #HS2 has cross party support, has gone through two bills in parliament, is employing thousands of people and more. #AllTheWay https://t.co/efjVH1qajJ https://t.co/fi1Ga8VJFW"
2890,Community projects all along the route of #HS2 are benefitting HS2 Community Fund grants: https://t.co/ga2Ac1E4fQ
2892,Love Julia. Brilliant. Thank you for hearing us out. #HS2 #AllTheWay https://t.co/KsOZgjuoML
2893,#HS2 social distancing #HarvilRoad #London today https://t.co/G4ULS2ZKyb
2894,That looks set to be an interesting Q&amp;A...\n...and a fine offer @JuliaBradbury\n\n#HS2 https://t.co/76O30sQKIk
2895,Temporary overnight closure of A4097 Kingsbury Road in North Warwickshire until May 30 for #HS2 works. Details here: https://t.co/scbd6ukKzs
2896,Plans have been revealed for the dramatic transformation #HS2 will bring to #Crewe: https://t.co/I29DtRk6N4 https://t.co/X6BwjkHtfG
2902,New blog. https://t.co/0WhKJMQfMa #hs2
2904,#hs2 signalling already installed 😂 https://t.co/S7UEWP3mmf
2906,#HS2 Chief waives bonus https://t.co/cTcSUkbs4p
2907,Construction of the first #HS2 Tunnel Boring Machines is well underway as this image shows. https://t.co/BnmbuwjQuQ
2911,We've telling people since 2010 #HS2 means more roads not less They are currently already constructing the largest road building project in UK just to service it then you add these new roads in Most have to drive to get on #HS2 Next corridor development! https://t.co/QgZhtXzbvX
2912,"Dear ⁦@thetimes⁩ You “conveniently” omit to report that the “planners” to whom you refer are the “authority” whose existence was exclusively created for, and solely depends upon the #HS2 station it consented! Amazing that, isn’t it 😆 #oldoakcommon https://t.co/zD5bCf7jyN"
2914,#HS2 A significant release from Institute of Civil Engineers (ICE) questioning need for HS2 in the post Covid era https://t.co/J9lnnnokYi
2916,"SHOCKING: Watch @BorisJohnson betray his own speech on #climate and #nature, Sir David Attenborough and us all, by approving #HS2.  Sound on: https://t.co/J8UzBQupWP https://t.co/mCdxBuEeuR #NHSnotHS2 #COP26 #RethinkHS2"
2918,What a piece of kit!! 🤓 #HS2 #railways https://t.co/APnTZBTz4u
2920,"ICE questions ‘appropriateness’ of #HS2, RIS2 and Heathrow expansion in post Covid-19 world https://t.co/t1Q4jbfhFe"
2921,#HS2  SS at it again https://t.co/W17KwbObPd
2923,"Barry Denyer-Green on #HS2, #Compensation and the Assumption of #Planning Permission https://t.co/wTJNldgHfX https://t.co/BnQwzWRD8G"
2925,"ICE questions ‘appropriateness’ of #HS2, RIS2 and #Heathrow expansion in post #COVID__19 world.\n#StopHS2 https://t.co/0Je6qFmEZw"
2926,"One for @ChrisGPackham to get his teeth into, once he climbs down off his #hs2 hobbyhorse. https://t.co/ndTfGo6Ssa"
2927,Community projects all along the route of #HS2 are benefitting HS2 Community Fund grants: https://t.co/ga2Ac1E4fQ
2930,"#OldOakCommon is set to be used by 250,000 passengers per day, becoming one of the busiest stations in the UK. #HS2 https://t.co/a53LuJEXXt"
2931,#HS2: The good neighbour?\n\nhttps://t.co/7xHHC1yy3K\n\n#NHSnotHS2
2935,"If the service sector contributes around 80% of the UK’s GDP, how will #HS2 rebalance the North-South economy where, in 2015, Liverpool was the 4th most deprived local authority in England and Buckinghamshire was the 2nd least? @BorisJohnson @George_Osborne #NorthernPowerhouse"
2936,"If the service sector contributes around 80% of the UK’s GDP, how will #HS2 rebalance the North-South economy where, in 2015, Liverpool was the 4th most deprived local authority in England and Buckinghamshire was the 2nd least? #BorisJohnson  #George_Osborne  #NorthernPowerhouse"
2940,#HS2 Update Notice of Lane Closures on and around Northway Island from 08/05/2020 @ https://t.co/rrSOIoeqGX\n\nAnother #HS2Ltd free gift of more traffic congestion and disruption for #Meridian residents as these #SocialCosts are not included in the latest #HS2BusinessPlan
2941,Balfour Beatty/Vinci JV unveils HS2 managing director  https://t.co/2i7zoFBs6S by @cnplus #HS2 #construction #civilengineering #procurement
2942,High Speed 2 | #HS2 to pay suppliers ‘early as possible’ https://t.co/6n1vNo76lh
2943,"So, are @TheGreenParty and @XRebellionUK agitating against this? No. They're too busy trying to stop #hs2, a carbon-neutral railway that's the only way we'll get the capacity to get modal shift from road/air to rail. https://t.co/JeIYnjGISq"
2944,Road to shut for 7 weeks - to aid future #HS2 works https://t.co/Ktj1QdBUpk
2945,"A crucial, landmark thread. Will @TheGreenParty leadership even deign to engage with such unequivocal evidence? #HS2 https://t.co/xPgvYsxoxW"
2946,Further delay to plans for huge new #HS2 station in Solihull https://t.co/uwiHn1Mxx8
2948,. @balfourbeatty @VINCI JV appoints managing director for @HS2ltd !\n\n#civils #rail #HS2\nhttps://t.co/9TFWilxs4n https://t.co/SPD4Y36jzu
2950,Please sign this and #standforthetrees #HS2 #lovetrees https://t.co/rL4aTrVe28
2952,I think I'm counting a sum total for the whole UK which adds up to about one mile of #HS2 https://t.co/LiSM1hOi4t
2954,"SHOCKING: Watch @BorisJohnson betray his own speech on #climate and #nature, Sir David #Attenborough and us all, by approving #HS2.  Sound on: #StandForTheTrees.org https://t.co/YnIJjsn08U #NHSnotHS2 #COP26 #RethinkHS2"
2955,High Speed 2 | Water chief brought in to lead Balfour Vinci JV on £5bn #HS2 civils job https://t.co/eLQCoCCzhD
2956,random homestuck page redraw\n( page 2999 )\n\n#Homestuck #homestuck2 #art #hs2 #hs #jadeharley #homestuckfanart #gif https://t.co/X3fWOdSH0m
2958,"Due to its ultra high speed, #Hs2 requires concrete slab track. But they still want you to believe it's incredibly green LOL\n\n#HS2 Ltd calls tenders for track contracts https://t.co/3DGRA4gG4s"
2959,Looks like #heathrow 3rd runway is off the agenda for the moment @christoffler @tonysmalltoes #HS2 surely to follow?
2960,#Manchester Piccadilly 'super hub' proposed to connect #HS2 and #NorthernPowerhouseRail: https://t.co/LBYgdvmLwy
2961,Wait till Grant hears that trains have air conditioning too #HS2 https://t.co/7xE8AapiGg https://t.co/2xzvz5xqJe
2964,“Construction back to work?”\n\nUmmm I’m not sure #HS2 construction has ever stopped?\n\n@RobertJenrick #Covid19UK
2965,The huge extra cost of linking HS2 stations to existing transport networks is not included in the official HS2 budget. https://t.co/Njuxeavl2i #HS2
2967,"Worried about the safety and availability of public transport? Don't worry, there's always #HS2 🤡 #NHSNOTHS2"
2969,Take a look at the outstanding proposals for the #Birmingham Interchange station for #HS2: https://t.co/Q2c7O09Lgc
2970,And outstanding #HS2  consideration for more communities this time in #BalsallCommon at 0255 am https://t.co/cIAtDBaoj5
2971,"Oh dear, so soon after Notice to Proceed has been given.....\nICE questions ‘appropriateness’ of #HS2, RIS2 and Heathrow expansion in post Covid-19 world https://t.co/RnZlsFQlPy"
2972,"If fellow #Aviation campaigners wonder why an account ostensibly concerned with preventing #airport expansion, is engaged in the #HS2 debate, it's because #Zoom can't completely replace travel &amp; relying on roads ain't #sustainable.\n\nIt's great the #GreenParty recognise it too. https://t.co/wUyQLID8Ie"
2977,"Paccar Scout Camp in #Bucks will benefit from a £217,000 #HS2 community fund award. A new climbing facility and caving complex will be created at the camp. The camp serves 45,000 young people a year from across #Bucks and #London. Find out more: https://t.co/exKwFqaM1I https://t.co/EBVsnxRueA"
2978,Which is quite appropriate as we don't all really need to travel internationally for business as this crisis has proved.  Let's do more online and stop unnecessary travel.  And that goes for #HS2 as well. https://t.co/M1K1fDuAM0
2980,#HS2 adopts new advanced emissions identification scheme as part of it's Air Quality Strategy: https://t.co/AZoy8lFAUh
2983,"That includes Profit Dominated High Speed Rail Industry Leaders Group of Contractors vying to build HS2, which decimated vast areas of the countryside. @edwardtimpson @EdwardJDavey @Keir_Starmer @mcahs2 @NetsNot #hs2' https://t.co/vnjevYcned"
2984,⁦@CherylGillan⁩ if #covid19 might impact the design and passenger no forecast for #HS2 why was this not considered when the latest business case was submitted for NtP? https://t.co/4tkSiWgfJL
2989,"Oo look, #hs2 and rolling programme of electrification! Sounds good to me! Thanks for the updates @NoelDolphin! https://t.co/vggpZEEvsG"
2990,HS2 has begun the search for high speed track suppliers https://t.co/DhaCWoVrnf #HS2 #construction #rail
2991,"Marie Curie, conducted pioneering research on radioactivity. She was the first woman to win a Nobel Prize, and the only woman to win the Nobel Prize twice. If you’d like the first #HS2 tunnel boring machine to be named after her, vote here: https://t.co/ZLYhH18yXq https://t.co/wDbSupy7DI"
2992,#HS2 has organised an online event on Tuesday (19th) to share archaeological discoveries in the #Coleshill area https://t.co/Tw9CF2QwKz
2995,#hs2 investigations are ongoing at the Beleben blog. https://t.co/XInAh0i8QH
2997,"SHOCKING: Watch @BorisJohnson betray his own speech on climate and nature, Sir David Attenborough and us all, by approving #HS2.  Sound on: https://t.co/I5Aea3orFM https://t.co/6L6pvW3uAO #NHSnotHS2 #COP26 #RethinkHS2"
2998,PLEASE \n\nSIGN\n\n&amp;\n\nSHARE\n\n#BBC #BBCNEWSBREAKING #CORONAVIRUSUPDATE #SKYNEWS #PETITION #HS2 #POLITICS \n\nhttps://t.co/pQJZjcZmEu
3000,"We've heard a lot about how flexible work means #HS2 should be paused. But what's evidence? 1. @raildeliverygrp stats showing sharp decline in season use in 2009-19, ie. Mon-Fri 9to5 grind. 2. 49% growth in ridership on routes where HS2 capacity is targeted in same period 👀 https://t.co/Kzyf84BCSm"
3001,#HS2 apprentices talk about why they have chosen to work on the project: https://t.co/rESUOyJLCu
3007,btw the upd8 had more of that storyboard feel i'd talked about in recent time so that makes me : ) #hs2
3009,ahh it feels good to be right for once #homestuck #hs2 https://t.co/IID5fbD1Qp
3010,Longstocking has transmasc vibes. #hs2
3011,kids^2 #homestuck #hs2 #upd8 https://t.co/nDllIM7A7p
3012,le sign \nit's yiffy\n#HS2 #homestuck https://t.co/BmFX6MXBw2
3013,ICYMI. Yesterday's blog. The UK's largest new railway station (Old Oak Common) gets the green light. https://t.co/0WhKJMQfMa #hs2
3015,Plans for the #HS2 Old Oak Common station have been given the green light https://t.co/1Rkcq3ziAB
3018,Plans for the #HS2 Old Oak Common station have been given the green light https://t.co/5jHNWTlFBl \n\n#highspeedrail
3019,Balfour Beatty/Vinci/Systra to start next month on Old Oak Common HS2 station https://t.co/nfCwpg1col #propertynews #hs2 #oldoakcommon
3021,More details on the rich history being unearthed at the local #HS2 dig site. #Solihull #LDReporter\nhttps://t.co/tDHR8VJ6Z1
3022,#homestuck2 #hs2 i drew yiffy with a limited color pallet! Eee... i love her. Yiffany has my soul... https://t.co/1D0v42UGud
3024,#PickForBritain you can also help with the war time spirit and #HS2 with #BuildaBridgeforBritain
3025,Wilkinson Eyre’s £1.3bn #HS2 station at Old Oak Common approved \nConstruction to start next month\nhttps://t.co/Yd4HFyx8U5
3027,"Far from being obsolete, HSR continues to show it’s the sustainable mode of long distance travel.\n#HS2 https://t.co/it8hQDYwQQ"
3029,WilkinsonEyre wins go-ahead for Old Oak Common #HS2 ‘super-hub’ https://t.co/3exB1WN8gR
3030,High Speed 2 | #HS2 construction dispute commissioner's role extended to oversee phase 2a https://t.co/WHSb8DbdcK
3031,"Wonder if he qualified for a Performance Bonus like his successor? Seems to be par for the course, Reward Incompetence #HS2 https://t.co/N6Z1VHHFEC"
3032,"Sod the #GreenParty, this is great stuff 🚅#HS2 https://t.co/pQVcoYTre6"
3034,"Watch “Matthew Bishop speaks about bat Licenses, #HS2 and Broadwell Wood” on #Vimeo https://t.co/lFFNHcRtw2"
3035,#HS2 has just hit another milestone with the UK's largest ever new build station Old Oak Common receiving planning consent. HS2 may be winning over the Government but still has a major hurdle to overcome to win the hearts and minds of the general public. https://t.co/ncl6w6DUq6 https://t.co/QG8OrgbOeQ
3036,"#OldOakCommon is set to be used by 250,000 passengers per day, becoming one of the busiest stations in the UK. #HS2 https://t.co/a53LuJEXXt"
3037,HS2; Go-ahead for largest new station ever built in UK..\n#HS2 #NewTrainStation #construction #news \nhttps://t.co/rahdwIH84r
3038,HS2; Go-ahead for largest new station ever built in UK..\n#HS2 #NewTrainStation #construction #news #FIS #BG \nhttps://t.co/GZiiNjAN45
3039,"Changes to people’s work and travel habits lead to question marks over the appropriateness of investments in several major schemes, including HS2: https://t.co/GyJQ7EsGJF #HS2"
3041,Government restores impetus to troubled high-speed project \n#hs2 #hsr #railsolutions\nhttps://t.co/lftJyWqCdL
3042,#HS2 ??\n\nThe government may feel that some of its ambitious infrastructure plans such as road and railway improvements need to be postponed or cancelled. https://t.co/rYwggReJrm
3044,"if only #hs2 #trains  built by sufficient team like them, https://t.co/TulDS96ouF"
3045,"SHOCKING: Watch @BorisJohnson betray his own speech on #climate and #nature, Sir David Attenborough and us all, by approving #HS2.  Sound on: https://t.co/5FKdKDN2Ey https://t.co/U9fmx1PbsF #NHSnotHS2 #COP26 #RethinkHS2"
3046,Georgia has double decker trains while Brittle Tin prioritizes #HS2?
3047,#HS2’s #Birmingham Interchange station wins top environmentally-friendly design award. https://t.co/SaKcFpUmMG https://t.co/VwoVqCO8EY
3048,new character babyyyyy #hs2 https://t.co/J4G2UDCWtP
3049,#HS2 is all about the airports and turning the UK into one big pandemic encouraging hub for Europe https://t.co/2vWHvX432U
3050,#HS2 Damning report confirms DfT and HS2 management \n\nhttps://t.co/zN4mZpDbZF
3051,Brilliant chat with Cllr @DrSextonGreen re #HS2 &amp; #HS2Rebellion - thank you for being so generous with your knowledge and time!
3052,"1/2 If you want a recent resume of where the #HS2 project is, this review of recent developments might fit the bill. Only issue is that it does not explain why a 250mph "" over engineered "" line is the only solution to the over capacity issue. See"
